Date;Text;likes;retweets;replys
2022-05-23 13:40:59+00:00;Ohne jede Stigmatisierung müssen insbesondere Männer mit anonymen Sex vor Affenpocken gewarnt werden. Sie sind im Moment eine Risikogruppe. Nur gemeinsam kann der Ausbruch beendet werden. https://t.co/Whp1BDziYj;1896;227;1945
2022-05-23 10:57:55+00:00;Mit WHO Generaldirektor ⁦@DrTedros⁩ wird heute in Genf verhandelt, wie Pandemien besser und schneller bekämpft werden können. Ärmere Länder brauchen dafür nicht nur mehr Geld. Sie brauchen auch mehr Einfluss in der WHO und die WHO muss besser finanziert werden. https://t.co/ifEUzyRAS9;831;105;829
2022-05-23 06:52:33+00:00;Gleich beginnt Jahrestagung der WHO in Genf. Gleichzeitig mit dem Weltwirtschaftsforum von Davos. Für mich ist klar, was die wichtigere Veranstaltung ist… https://t.co/bOJ9eoFSzs;1525;86;987
2022-05-22 16:11:14+00:00;Diese Grafik zeigt den unbezahlbaren Wert der Impfungen. Trotzdem ist es nicht sicher, dass es so weiter nach unten geht. Nur das gleichzeitige Eintreffen der Omicron Varianten hat den Erfolg der Impfungen beschleunigt. https://t.co/sUZ7YibBUR;1225;126;1532
2022-05-21 18:56:16+00:00;Gute Nachricht: Paxlovid, davon haben wir sehr viel für den Herbst gekauft, senkt die Sterblichkeit von COVID im Praxiseinsatz deutlich. Die optimale Verwendung muss noch besser vorbereitet werden. https://t.co/DKa6luBGc9;1838;206;1070
2022-05-21 15:45:22+00:00;Ohne Zusammenarbeit werden wir neue Pandemien nicht verhindern. In diesem Jahr müssen die Weichen gestellt werden um zukünftige Pandemien frühzeitig eingrenzen zu können. Dafür haben G-7 Länder einen Pakt beschlossen der auch ärmeren Ländern das Personal und die Mittel geben wird https://t.co/pGUWFUnJaR;1053;115;1173
2022-05-20 15:14:06+00:00;WHO und G-7 haben sich heute in Berlin auf einen Pakt gegen neue Pandemien geeinigt. Klimawandel, Reisen und Zerstörung der Umwelt führen leider immer häufiger zu Pandemien, daher brauchen wir eine Art weltumfassende Feuerwehr dagegen. Darauf haben wir uns heute verständigt https://t.co/HxLOsaBK9u;1586;183;2083
2022-05-19 18:38:41+00:00;Eine gute Zusammenfassung über Monkeypox. Seit Monaten haben WHO und RKI ein Übungs-Szenario zu einem Ausbruch fiktiver „Leopardenpocken“ vorbereitet, den wir heute als G-7 Gesundheitsminister simuliert haben. Zeigt, welche Bedeutung Pandemien bekommen  https://t.co/E9eJSba53v;1243;193;2284
2022-05-19 10:47:34+00:00;Danke! https://t.co/lBbnjXJCR7;1801;97;1362
2022-05-19 10:02:24+00:00;Die Korrektur der WHO ist wichtig. Deutschland hat viele Opfer zur Vermeidung von Coronatoten gebracht. Die Bilanz ist nicht perfekt. Aber es starben weniger Menschen als in vielen anderen Ländern, zumindest in Anbetracht unserer alten Bevölkerung. https://t.co/yAfgyzpTvT;947;69;612
2022-05-17 17:21:30+00:00;In U.K. werden die #LongCovid Fälle systematischer erfasst als bei uns. Es zeigt sich, dass auch viele Geimpfte in der Omicron Welle betroffen sind. Trotzdem wäre die Zahl ohne Impfung viel höher, die Impfung schützt. #LongCovid alleine wäre Grund genug, sich impfen zu lassen. https://t.co/0AJ6wVffDW;1438;223;1968
2022-05-17 13:22:42+00:00;Spürhunde können COVID zuverlässig riechen und feststellen. Sie können wahrscheinlich auch auf neue Varianten spezialisiert werden. Für Flughäfen wäre dies eine zusätzliche Sicherheit. https://t.co/NeaTILnsfH;2097;274;2800
2022-05-16 20:18:07+00:00;Alles gut. @larsklingbeil und ich haben das schon ausgeräumt. Nicht jede Aussprache ist bei uns beiden gleich ein Streit😉 https://t.co/vKH1fCtsgN;1206;35;286
2022-05-16 20:15:53+00:00;Das jetzige Infektionsschutzgesetz ist zu dünn, um uns durch die kalte Jahreszeit zu bringen. Da es am 23.9 ausläuft müssen jetzt die Vorbereitungen beginnen. Ich weiß, im Sommer will das keiner hören. Aber im Herbst muss das vorbereitet sein. Gut, dass die Länder mitziehen. https://t.co/2sx6vA3OKW;3275;303;2712
2022-05-14 16:14:19+00:00;Super Leistung. Wenn es so weiter aufwärts geht wird Köln bald Deutscher Meister… https://t.co/hAiprmdnil;1650;54;536
2022-05-14 16:09:51+00:00;Mit dem @fckoeln und @bayer04fussball Leverkusen spielen beide Teams meines Wahlkreises auf der Europa Bühne. Herzlichen Glückwunsch, und viel Erfolg.;993;18;162
2022-05-14 16:04:27+00:00;Wir werden gemeinsam auch den Herbst gut vorbereiten. Man darf sich nicht treiben lassen. Auch jetzt sterben noch zu viele am Coronavirus. https://t.co/TwDhs1FmiX;1914;157;2021
2022-05-13 17:55:25+00:00;Die Leute wollten Selfies von uns beiden. Alleine hätte mich keiner beachtet. Und Du konntest wenigstens die Fragen beantworten… https://t.co/Zes5DBSgOj;3486;108;675
2022-05-13 14:24:29+00:00;Letzte Runde Wahlkampf NRW. Thomas Kutschaty hätte es mehr als verdient. Er ist kompetent, kein Blender. Ein guter MP https://t.co/794avXmCAk;3125;175;1771
2022-05-13 13:24:18+00:00;Richtfest für das neue Arzneimittelwerk von BAYER in Leverkusen. Damit können in 1 Hightech Fabrik ganz verschiedene Wirkstoffe hergestellt werden. Ein Schritt in Richtung Unabhängigkeit von Lieferketten im Ausland. ⁦@OlafScholz⁩ und ich haben das gewürdigt. https://t.co/wrJ1c716sF;1569;85;646
2022-05-12 22:25:50+00:00;Diese wichtige Abwasserproben-Studie aus Israel belegt, dass die tödlichere Delta Variante trotz Omicron wahrscheinlich nicht einfach verschwindet. Im Herbst brauchen wir Impfstoffe gegen Delta Varianten und Omicron. Für beide Serotypen müssen wir rüsten https://t.co/h6lIokoNKR;1395;214;1450
2022-05-12 21:34:39+00:00;Jeder, der sich Sorgen um seine Eltern, Freunde und Partner in dieser Altersgruppe macht, sollte das ansprechen. Obwohl der Beweis noch aussteht ist es überwältigend wahrscheinlich, dass eine überstandene schwere COVID Erkrankung im Alter das Demenzrisiko erhöht. Impfen schützt;1159;96;779
2022-05-12 21:30:31+00:00;Schwere COVID Erkrankungen gehen oft mit sehr deutlichen Einschränkungen der Denkfähigkeit einher. In Tagen kann das Gehirn um 20 Jahre altern. 4. Impfung schützt zuverlässig vor schweren Verläufen. Ältere und Menschen mit Risikofaktoren sollten sie nutzen https://t.co/G28mj5iV2p;1942;335;2285
2022-05-12 21:20:32+00:00;Gute Frage. Denn auch für Geimpfte kann es zu LongCovid kommen. Das will niemand. Und die Arbeit von @VQuaschning wird für die Energiewende gerade im Verkehrsbereich, auch für Kollegen @Wissing, noch dringend gebraucht! https://t.co/beymEpTn5g;1874;158;570
2022-05-12 19:16:05+00:00;Mit täglich  bis zu 150 Coronatoten und einer immer noch sehr hohen Inzidenz fehlt der Spielraum, auf Masken im öffentlichen Verkehr zu verzichten. Harmonisierung macht Sinn, wenn die Pandemie vorbei ist. Das ist jetzt noch nicht der Fall.  https://t.co/iSJQHw56c9;6342;596;3033
2022-05-10 22:09:21+00:00;Leider die Lage https://t.co/chbPCQHzfG;1643;157;1128
2022-05-10 16:26:17+00:00;Bin heute Abend bei Sandra @maischberger zu Gast. Was könnte uns im Herbst erwarten, ist die Pandemie vorbei? Aus meiner Sicht leider nicht. Kommentare willkommen. https://t.co/u7Jc5VaqbA;1477;123;2439
2022-05-09 15:50:28+00:00;Es wird keinen Behandlungsabbruch (Ex-Post Triage) in Deutschland geben. Damit ÄrztInnen erst gar nicht in eine solche Entscheidungsnotlage geraten brauchen wir genug Personal auf den Intensivstationen. Daran wird gearbeitet.  https://t.co/AJ7Zx9PSzs;2125;240;1246
2022-05-08 20:20:19+00:00;Lesenswert. Was man bisher über BA4 und BA5 weiß.  https://t.co/oyYZa5mc38;545;109;818
2022-05-08 20:03:02+00:00;Glückwunsch an ⁦@DGuenther_CDUSH⁩. In Pandemiebekämpfung konnte man mit ihm immer gut zusammenarbeiten. Das ist wichtig für den Herbst. Wenn @AfD mit Hetze gegen Ausländer und Verleugnung Coronagefahr den Landtag verlässt: Aufatmen für Deutschland  https://t.co/S4Menwu8c3;2008;66;688
2022-05-08 18:48:54+00:00;Die Kinder können einem leid tun. Für Propaganda missbraucht. Wie zynisch. Zuerst kommen die Soldaten. Zuletzt die Sanitäter. https://t.co/HyU9eMNGol;7368;554;1988
2022-05-06 21:01:42+00:00;Darin wird auch klargestellt, dass weder ich noch @c_drosten die Auswertung verschieben wollten, anders als von einem Journalisten immer wieder behauptet wird. Für mich kein Problem, in der Politik kennt man das. Aber Kampagnen gegen Wissenschaftlern schaden uns allen. https://t.co/JELzJvIK4n;818;74;624
2022-05-06 20:55:43+00:00;Lesenswertes Interview von Prof. Huster, Leiter der Kommission zur Bewertung des Infektionsschutzgesetzes.  https://t.co/vjbcNyXzVA;514;64;420
2022-05-06 14:26:53+00:00;Genau. Der Gesetzentwurf wird vorbereitet. In Meseberg war das Konsens. Wir beschleunigen jetzt das Verfahren der Legalisierung https://t.co/WQl4OJ9VDe;3753;365;838
2022-05-06 14:24:37+00:00;So wird es kommen. Der Prozess wurde eingeleitet. https://t.co/2wSAFshyGT;6596;420;484
2022-05-06 14:21:38+00:00;Besuch der Kinderklinik St. Augustin war erhellend wie ernüchternd. Dieser Klinik verdanken so viele Kinder ihr Leben. Jetzt ist Bausubstanz alt und kaputt, sie macht Defizite. Wir werden das ändern: Kinderkliniken kommen aus der Fallpauschale, dann gibt es auch kein Defizit mehr https://t.co/4lv507IQkf;4043;248;744
2022-05-06 11:29:50+00:00;Diese Studie aus Israel zeigt noch einmal ganz klar den Nutzen der 4. Impfung beim Schutz gegen schwere COVID Krankheit. Jeder Ü70 und alle mit Vorerkrankungen sollten das Angebot nutzen. Schwere COVID Verläufe führen über LongCovid oft zu chronischer Krankheit. 4.Impfung hilft https://t.co/19UBw8l9z0;1132;189;1510
2022-05-05 14:23:29+00:00;Ich bringe jede Bedrohung oder jeden Aufruf zur Gewalt zur Anzeige. Wir können gerne in der Sache streiten. Aber Gewalt und Drohungen bin ich leid. Diese Menschen bedrohen oft auch andere und müssen angezeigt werden. https://t.co/uD4NMdzKCr;15263;699;3660
2022-05-04 11:57:32+00:00;Das DRK hilft uns, für die vielen geflüchteten und evakuierten pflegebedürftigen Menschen aus der Ukraine einen Pflegeplatz zu bekommen. Deutschland liefert nicht nur Waffen. Die humanitäre Hilfe darf nicht vergessen werden https://t.co/DzUJxyt1Hi;1022;64;551
2022-05-02 19:43:02+00:00;Diese wichtige Studie aus den US zeigt, dass das Risikos des Übertritts von Viren von Tier zu Mensch durch den Klimawandel rasant ansteigt. Das Potential zukünftiger Pandemien steigt sehr stark an. Ein besserer Schutz vor Pandemien ist dringend notwendig  https://t.co/oNMSHzsnab;2262;343;2168
2022-05-01 12:50:31+00:00;Gesund in den Sommer. Auch wenn man topfit ist kann sich durch die Coronainfektion alles für einen ändern. Ein gut trainierter Körper schützt meistens vor schwerer COVID Erkrankung. Leider nicht annähernd so gut vor LongCovid. Vorsicht zahlt sich jetzt aus https://t.co/V3CWmOPsss;1704;250;1882
2022-04-29 20:28:26+00:00;Die Studien zu Omicron BA.4 und BA.5 legen nahe, dass die vorherigen Omicron Infektionen keinen oder wenig Schutz vor Ansteckung geben könnten. Es steigt damit die Wahrscheinlichkeit, dass es im Herbst neue Infektionswellen geben wird. Darauf bereiten wir uns jetzt schon vor. https://t.co/VTzbwuG3u4;2364;374;2941
2022-04-28 19:18:50+00:00;Eine wichtige Corona-Studie der Uni Freiburg, interpretiert von @EricTopol. Die Studie legt nahe, daß Impfungen vor neuen Varianten des Coronavirus wahrscheinlich besser schützen als eine durchgemachte Infektion. Auch Genese profitieren von der Impfung. Das wird im Herbst wichtig https://t.co/KREL6AMGsu;1631;244;2188
2022-04-28 12:12:56+00:00;Leider hat mir gerade @c_drosten mitgeteilt, dass er die Auswertung des Infektionsschutzgesetzes für die Bundesregierung und das Parlament nicht weiter begleitet. Das ist ein schwerer Verlust, weil niemand könnte es besser.;12902;968;5078
2022-04-25 17:29:25+00:00;An der @ChariteBerlin⁩ wurden heute die drei Stationen mit dem Patienten Award ausgezeichnet, die von den Patienten die beste Bewertung hatten. ⁦@c_drosten⁩ und ich waren beeindruckt, die Bewertungen waren mehr als verdient. https://t.co/0xQdYP460o;1999;108;1172
2022-04-24 15:23:06+00:00;Dass es in Europa nochmals solche Bilder geben würde habe ich ehrlicherweise nicht für möglich gehalten. Hoffentlich endet dieser furchtbare Krieg bald. Dass er jetzt auch noch als Mittel zum Wahlkampf eingesetzt wird ist bestürzend. https://t.co/hXKFUIWDrc;4198;284;1194
2022-04-24 11:20:58+00:00;In der Studie waren nach COVID Krankenhaus Aufenthalt ca 75% 1 Jahr nach Entlassung nicht gesund. Die Langzeitwirkungen von COVID werden unserer Gesundheitssystem noch lange sehr viel Geld kosten. Die Forschung für Long COVID muss dringend ausgebaut werden. https://t.co/IvB6gH2yaA;2382;384;1428
2022-04-23 18:08:44+00:00;Das zeigt, weshalb die Entscheidung, die Corona-Isolation zu erhalten, richtig war https://t.co/UAjCfRbl3G;5125;312;874
2022-04-23 17:40:37+00:00;Isolation von ⁦@c_lindner⁩ ist richtig. Wenn wir CoronaInfizierte nicht mehr  isolieren, wie @fdp⁩ verlangt wird, gefährden wir alle Menschen, die wir durch Impfung nicht gut schützen. Das sind insbesondere alte Menschen und ungeimpfte Kinder https://t.co/zW5IYv2LwB;3095;254;1843
2022-04-23 16:29:15+00:00;Im Gespräch mit Pflegekräften im PROSPER Krankenhaus in Recklinghausen. Es gelingt uns mittlerweile besser, junge Menschen für den Pflegeberuf zu gewinnen. Aber es gelingt nicht, ausreichend viele im Beruf zu halten. Seit Monaten sammle ich Ideen und Vorschläge, Problem zu lösen https://t.co/y37AvXaAed;1400;119;1574
2022-04-23 09:02:13+00:00;Diese US Studie aus CA zeigt, dass der Schutz vor Krankenhaus Einweisung mit Omicron bereits 3 Monate nach dem Booster nachlässt. Risikopatienten und Menschen ab 70 empfehle ich daher wie die STIKO die 4. Impfung. https://t.co/qhXb0qnQEC;1205;220;2164
2022-04-22 21:01:41+00:00;Die Studie ist weiterer Meilenstein, beginnende Alzheimer Demenz durch einen Bluttest früh zu diagnostizieren. Mit solchen Tests schafft man die Voraussetzungen, Medikamente zu entwickeln. Die Stärkung dieser Forschung wird ein Schwerpunkt unserer Reformen https://t.co/9qUtIqnGRw;1878;123;588
2022-04-22 16:15:15+00:00;In Köln-Mülheim mit Stadtteilmüttern, Jugendhilfe, Christliche Sozialhilfe. Hilfe für Ukrainische Flüchtlinge und bereits im Stadtteil lebender Menschen mit Migrations- und Fluchthintergründen besprochen. Die Hilfsbereitschaft ist riesig. Auch bei Menschen, die selbst arm sind. https://t.co/UDdAEZkZpO;1079;61;390
2022-04-22 12:13:22+00:00;Diese Studien werden in wenigen Jahren wahrscheinlich sehr viele Menschen beschäftigen. COVID Patienten leiden oft an nachhaltiger Beeinträchtigung ihrer kognitiven Leistungen und zeigen dazu passende Hirnveränderungen. Die akute Infektion geht, die chronische Krankheit beginnt https://t.co/Ik68KNNgNF;2302;510;1904
2022-04-21 08:23:19+00:00;Lieber @c_lindner. Ich wünsche schnelle und vollständige Genesung und danke für den Hinweis, dass die Dreifachimpfung zuverlässig vor schweren Verläufen schützt. Jeder Ungeimpfte in Ihrer Lage müsste sich jetzt ganz andere Sorgen machen. https://t.co/iqdHvODFgf;3856;206;3408
2022-04-20 16:20:52+00:00;In den USA ist eine neue Variante aufgetreten, die deutlich ansteckender als Omicron BA2 zu sein scheint. Niemand hört das gerne, aber es ist so: Das Coronavirus bleibt unberechenbar. Durch Überwachung neuer Varianten und Anpassungen der Impfstoffe sind wir aber gut vorbereitet https://t.co/tG87p9CtKX;3663;599;4165
2022-04-18 09:15:12+00:00;Wir tun alles, diese Mediziner dorthin zu vermitteln, wo sie ohne unverantwortbare eigene Gefährdung helfen können. Die Zusammenarbeit mit Ländern Ukrainegrenze und der Ukraine ist eng. Auch werden Verletzte und Kranke ausgeflogen und in D und EU versorgt https://t.co/ADE6mTT4d8;1847;157;572
2022-04-17 17:33:15+00:00;Stimmt. So könnte es leider kommen. Mit jedem Herbst steigt der Anteil der LongCovid Kranken in der Bevölkerung. Dagegen müssen Arzneimittel entwickelt werden. Die Impfung reicht alleine nicht. https://t.co/80yalz6z4P;2707;339;2231
2022-04-17 10:15:48+00:00;Ich wünsche uns allen ein frohes Osterfest, obwohl es viele leider nicht haben können. Meine Gedanken sind bei all den Menschen, die jetzt unter dem mörderischen narzisstischen Diktator Putin leiden müssen.;17806;651;2416
2022-04-16 08:25:21+00:00;Die @AfD trägt mit zu dem Klima bei, das die Gesellschaft spaltet und in Gewalt endet. Sie trägt den Hass in die Parlamente. Die demokratischen Parteien trennt vieles. Aber wir arbeiten alle daran, dass die @AfD die Parlamente wieder verlassen muss. https://t.co/MIR3haNx74;7491;915;3666
2022-04-15 09:25:01+00:00;Nach wie vor sehr hohe Coronafallzahl führt zu zu vielen Todesfällen noch kurz vor Sommerentspannung. Ich appelliere an alle zum freiwilligen Maskentragen im Innenraum. Ein kleines Opfer. Gerade an Ostern sollten wir weder uns selbst noch andere gefährden. https://t.co/dspCztdqFB;3661;424;3132
2022-04-14 11:14:00+00:00;Coronapolitik wird zunehmend durch Staatsfeinde missbraucht. Durch Gewalt soll Demokratie beschädigt werden. Danke an Ermittler und BKA, die mir halfen. Gegner und Befürworter meiner Arbeit  will ich auch weiter zusammenführen. Aber Gewalt weiche ich nicht https://t.co/i65Ptwuk3d;10110;708;3100
2022-04-13 21:58:41+00:00;Diese amerikanische Studie zur Entwicklung der Lebenserwartung während der Covid Pandemie zeigt, dass Deutschland im Vergleich zu vielen Industrieländern bisher eine geringere Senkung der Lebenserwartung hatte. Die Solidarität der Bürger hat dies erreicht. https://t.co/O4Ndovvcip;2236;188;1944
2022-04-11 21:09:05+00:00;Vor meiner Wohnung protestieren die Impfgegner. Die Proteste radikalisieren sich. Trotzdem darf es keine leichtsinnige Corona Politik geben, nur um solche Proteste zu vermeiden. Proteste sind ok. Gewalt und Gewaltdrohungen jedoch nicht, und sie sind leider auch Alltag. https://t.co/tDTmSD0Wpm;8347;702;4873
2022-04-10 11:32:18+00:00;Nach dieser herben Woche darf man den Humor nicht komplett verlieren. Klaus Stuttmann liegt aber hier daneben… https://t.co/qF5hXT2w8y;6775;322;1488
2022-04-10 09:01:56+00:00;Solche Plakate sollte man nicht aufstellen. Sicher vor einer Coronainfektion ist man ohne Maske sicher nicht https://t.co/O4R1Q1rc5y;15048;999;3767
2022-04-09 15:03:53+00:00;Wichtige Studie von @EckerleIsabella zeigt, dass geboosterte Infizierte mit Omicron deutlich weniger ansteckend sind als ungeimpfte oder ungeboosterte Infizierte. Somit ist die Boosterimpfung nicht nur Selbstschutz sondern auch Fremdschutz. https://t.co/1dPguiMhLk;5431;783;2638
2022-04-09 12:58:05+00:00;Lieber ⁦@Markus_Soeder⁩. Milden Verlauf und schnelle und vollständige Genesung wünsche ich Ihnen. Es kann leider jeden von und treffen. Zum Glück schützt uns die Impfung zumindest fast immer vor schwerer Krankheit.  https://t.co/bhFENZsyaH;3331;155;1431
2022-04-09 11:02:14+00:00;Wenn die medizinische Versorgung durch Covid gefährdet ist, zB zu viele Patienten mit Covid oder zu wenig Personal weil an Covid infiziert, sollte die Hotspot Regel des Infektionsschutzgesetzes genutzt werden. Genau dafür wurde sie gemacht.  https://t.co/mYKKkUyvzi;1699;236;1621
2022-04-09 07:24:31+00:00;Die Fallzahlen gehen stark zurück. Damit es so bleibt sollte sich jeder vor einer Osterreise testen lassen oder selbst testen. Ich rate auch weiter zum freiwilligen Tragen der Maske in Innenräumen. https://t.co/e4txUvkGHS;2229;189;2045
2022-04-08 15:25:22+00:00;Wir dürfen uns an diese Zahlen nicht gewöhnen. Die Welle der Infizierten flacht jetzt ab. Dann folgt auch die Zahl der Toten. Aber im Herbst müssen und werden wir besser vorbereitet sein. https://t.co/NEJf9oaU6M;3379;238;2574
2022-04-08 15:11:12+00:00;Diese Studie zu #LongCovid aus F zeigt, dass diejenigen, die nach 2 Mon noch Symptome haben, zu 85% auch noch nach 1 Jahr Symptome haben. Nach 6 Mon verschlechtert sich die Lebensqualität sogar. So kann eine unnötige Infektion das Leben verändern https://t.co/QJbqt08KXG;3409;765;1936
2022-04-07 23:02:52+00:00;Das kann für China leider ein grosses Problem werden. Im inneren des Landes sind die Impfquoten leider sehr niedrig. https://t.co/C8fflsRzv8;1347;139;1439
2022-04-07 19:20:32+00:00;Hier ist das Ergebnis zum Gesetz für die Impfpflicht. Fast nur Abgeordnete von ⁦@spdbt⁩ und ⁦@GrueneBundestag⁩ haben für Impfpflicht gestimmt. Man kann für oder gegen Impfpflicht sein. Aber es ist schade, wenn ein so wichtiges Thema Gegenstand der Parteipolitik ist https://t.co/h8BYhxcUbl;8791;938;3939
2022-04-07 11:51:52+00:00;Fast jeden Tag gibt es neue Studien zu langfristigen Schäden der Coronainfektion, wird uns noch Jahre begleiten. Wir müssen mehr über diese Langzeitschäden aufklären.  https://t.co/m2TiLjm4fF;3409;515;3573
